movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
摩登时代 Modern Times,剧情喜剧爱情,1936,"https://movie.douban.com/subject/1294371
",二十年代的美国处于经济萧条时期，失业率居高不下，工人受尽压榨，成为了大机器生产中的一颗螺丝钉。查理（查理·卓别林CharlesChaplin饰）就是一个底层市民，他在一个机器隆隆的厂房里日以继夜地工作，以赚取微薄的收入。重复繁重的工作压得他喘不过气，他把人们的鼻子当成螺丝钉来拧，卷入流水线机器的皮带里，令人苦笑不得。查理尽管贫穷，但却很善良。他在路上搭救了流浪女，和她一起生活，家里破烂却又温馨。每次身无分文的查理为了找到吃的，都会故意犯事，以便进入监牢。光景一时间有了好转，流浪女成了歌舞红星，然而好景太短暂了。,查理·卓别林 导演,查理·卓别林 饰 A Factory Worker,宝莲·高黛 饰 A Gamin,亨利·伯格曼 饰 Cafe Proprietor,蒂尼·桑福德 饰 Big Bill,切斯特·康克林 饰 Mechanic,,
风云雄霸天下 風雲雄霸天下,剧情动作奇幻古装,1998,"https://movie.douban.com/subject/1295469
",天下会帮主雄霸（千叶真一饰）欲得天下，请神算泥菩萨（黎耀祥饰）批算，泥菩萨预言他的前半生：“金鳞岂是池中物，一遇风云便化龙。”于是雄霸下令找两名孩童收为徒弟，他们生辰八字要与批示相符，以助雄霸大业。他们就是聂风（郑伊健饰）和步惊云（郭富城饰），但实际上二人都与雄霸有不共戴天之仇。风、云与大师兄秦霜及雄霸女儿孔慈（杨恭如饰演）成长成人，习得一身好武艺，天下会几乎称霸武林。惟有死对头剑圣让雄霸不放心，但“成也风云，败也风云”，雄霸开始以女人为工具对付聂风和步惊云，并造成孔慈之死。逃走的步惊云为楚楚（舒淇饰演）所救回。步惊云、聂风携手对付雄霸……,刘伟强 导演,郑伊健 饰 聂风,郭富城 饰 步惊云,千叶真一 饰 雄霸,杨恭如 饰 孔慈,舒淇 饰 楚楚,,
精武英雄,剧情动作,1994,"https://movie.douban.com/subject/1292895
",20年代末，为完成师父的志愿，陈真（李连杰饰）到东洋学先进技术，他喜欢着日本女孩山田光子（中山忍饰）。因为师父霍元甲之死，陈真回到中国，协助师父之子霍廷恩（钱小豪饰）主持精武门的业务，不料却引起了他的妒忌，师兄弟之间引发权力之争。另一方面，陈真追查师父死因，怀疑是日军军官藤田刚（周比利饰）暗中使用慢性毒药杀死霍元甲。陈真请医生验尸，证实师父确系中毒而死。藤田刚恐阴谋败露，杀人嫁祸，展开了连场恶斗。不久，藤田刚挑战精武门，他诱使日本黑龙会总教头船越文夫向精武馆挑战。比武之日，双方开展了一场惊心动魄的决战。,陈嘉上 导演,李连杰 饰 陈真,中山忍 饰 山田光子,钱小豪 饰 霍廷恩,蔡少芬 饰 晓红（素兰）,周比利 饰 藤田刚,,
阿郎的故事,剧情家庭,1989,"https://movie.douban.com/subject/1293315
",阿郎（周润发饰）年轻时作为出色的赛车手很是放荡不羁，却不妨碍富家女波波（张艾嘉饰）对其一往情深。波波不顾家人反对，同他结婚并怀下身孕后，发现阿郎背着她还有其它女人，于是愤然离去。波波临盆之际，阿郎参加非法赛车撞死警察入狱。波波被母亲和医生欺骗婴儿夭折，后去了美国生活。出狱后，阿郎为以前行为愧疚，从孤儿院找回儿子取名“波仔”（黄坤玄饰）。父子二人开始相依为命过日子。十年后，已有未婚夫的波波回港又遇阿郎，得知波仔是自己的儿子后，想将其带去美国。内心仍深爱波波的阿郎为了证明自己已有彻底改变，决定不顾年纪和身体状况再战赛场。,杜琪峰 导演,周润发 演员,张艾嘉 演员,黄坤玄 演员,吴孟达 演员,王天林 演员,,
橘子红了,剧情爱情家庭古装,2002,"https://movie.douban.com/subject/2190914
",清朝末年，江南小镇。容家大太太（归亚蕾饰）知道自己丈夫在城里与一个叫嫣红的交际花同居，而且老爷似乎没有回家的打算。这一切都是因为大太太多年无所出。为了让老爷回家，她看上了佃农的女儿秀禾（周迅饰），因秀禾有着一张和自己年轻时一模一样的脸，决定用她来挽回老爷的欢心，同时令容家有后。然而接下来的事情谁都始料不及。容家小叔（黄磊饰）与秀禾相爱，而且有了交欢的事实。当秀禾有喜的时候全家都喜乐无比，直到更惊人的真相出现——原来老爷是没有生育能力的，此时秀禾的怀孕成了最大的讽刺。,李少红 导演,周迅 演员,归亚蕾 演员,黄磊 演员,寇世勋 演员,贾妮 演员,,
地下铁 地下鐵,爱情,2003,"https://movie.douban.com/subject/1308748
",海约（杨千嬅饰）是一个盲女，误打误撞认识了婚姻介绍所的老板旭明（梁朝伟饰）。旭明是个普通的男人，还没找到真爱，却也意外的失了明。在黑暗的世界中，是海约让色彩重新在他心中刷亮，他们一起用独特的方式去感受这个多彩缤纷的世界，在单纯的快乐中二人相恋了。董玲（董洁饰）是一个在上海地铁工作的女孩，一直喜欢的男子结婚了，她内心受伤。此时偶然收到了一封来自台北的贺卡。于是，和贺卡主人钟程（张震饰）一段互相寻找爱的故事开始了。然而自从旭明吃下了一颗诡异的圣诞糖果，他和海约的关系便有了令人不安的转折。同时，钟程和董玲也在地铁里苦苦找寻着地铁46号出口……,马伟豪 导演,杨千嬅 演员,梁朝伟 饰 何旭明,张震 演员,董洁 演员,范植伟 演员,,
家有喜事2009,喜剧,2009,"https://movie.douban.com/subject/3244162
",余宝（郑中基饰）的家姐余珠（吴君如饰）性格强势，事业成功，著有多部宣传单身主义的畅销书。余珠的未嫁令弟弟颇为困扰，因为很据极为灵验的家训，余宝无法在姐姐成婚前确定自己的终身大事。经体会到爱情“天旋地转”之感的公司阿姨介绍，余宝请动爱情治疗师曹迪克（古天乐饰）出面，帮助姐姐打开封闭的心锁。曹迪克成功接近余珠，并使其陷入了旋转的恋爱感觉。然而在曹迪克和余宝的一次千岛湖之行中，两人结识了豪放热情的龅牙珍（姚晨饰）和温柔可爱的小敏（沈丽君饰），并双双沉入爱河。与此同时，纠结难耐的余珠前往杭州探视曹迪克，在私家侦探柯男（黄百鸣饰）的陪同下发现了事情的真相。不过幸运的是，每个人最终都找到了自己爱情的归宿……,谷德昭 导演,古天乐 演员,吴君如 演员,黄百鸣 演员,郑中基 演员,姚晨 饰 萧亚珍,,
心灵传输者 Jumper,动作科幻惊悚冒险,2008,"https://movie.douban.com/subject/1949328
",羞涩内向的15岁高中生戴维•莱斯（MaxThieriot饰）拥有灰暗的童年，母亲在他5岁时离家出走，父亲则粗暴蛮横，他在学校里还经常受到同学的捉弄。某天，他不慎跌入冰窟中，却由此发现自己拥有心灵传输的神奇能力。这项能力可以让戴维凭借想象瞬间从一个地方转移到另一个地方，地与地之间从此没有障碍。在此之后，戴维离开家独自居住，并利用这段时间学习掌握心灵传输的技术，而他首要目标锁定在抢银行上。多年后，戴维（HaydenChristensen饰）因此过上随心所欲、养尊处优的自在生活。然而他的好日子即将走到尽头，一个名叫“游侠”的神秘组织专门追踪具有心灵传输能力的异能者。戴维成了被追击的对象……,道格·里曼 导演,海登·克里斯滕森 饰 David Rice,杰米·贝尔 饰 Griffin,蕾切尔·比尔森 饰 Millie,戴安·琳恩 饰 Mary Rice,塞缪尔·杰克逊 饰 Roland,,
听到涛声 海がきこえる,剧情爱情动画,1993,"https://movie.douban.com/subject/1418640
",高二那年夏天，美丽的女孩武藤里伽子（坂本洋子配音）随母亲离开大都会东京，来到了古朴幽静的高知。聪慧美丽的里伽子在这个偏僻的小地方如此靓丽，引来了男孩们的爱恋的目光，而她孤高的性格又让女孩们颇多微词。与她同班的班长松野丰（関俊彦饰）偷偷喜欢着她，而松野的好友杜崎拓（飛田展男饰）似乎也对里伽子颇为关注。在黄金周中，里伽子约上拓一同返回东京，拓也第一次感知到这个看似冰冷的女孩内心中最脆弱的情感。他们仿佛走得更近，又仿佛相隔更远……本片为电视电影，根据氷室冴子的原作改编，由擅长纯爱题材动画的望月智充执导，其代表作有《相聚一刻》、《橙路》等。,望月智充 导演,飞田展男 配音,坂本洋子 配 武藤伽里子,关俊彦 配音,荒木香惠 配音,绿川光 配音,,
潜水钟与蝴蝶 Le Scaphandre et le Papillon,剧情传记,2007,"https://movie.douban.com/subject/1865561
",1995年12月8日，一场突如其来的灾难袭向了家庭事业双得意总编吉恩•多米尼克•鲍比（MathieuAmalric饰）。他的脑干突然中风，继而引发极其罕见、概率极低的闭锁症候群。罹患此症的吉恩全身瘫痪，只有左眼尚能自由活动。他形容自己就如同困在潜水钟里一般，身体被紧紧箍住，无法动弹，而心灵却像蝴蝶一样在广阔的天地里自由飞翔。吉恩凭借着左眼和顽强的意志以及语音矫正师的协助，与世界做着无声的交流……本片荣获2007年AFI电影节观众奖最佳影片奖；2007年波士顿影评人协会最佳摄影、最佳导演和最佳外语片奖；2007年戛纳电影节最佳导演奖和技术大奖；2008年法国凯撒电影节最佳男主角（MathieuAmalric）和最佳编剧奖。,朱利安·施纳贝尔 导演,马修·阿马立克 演员,艾玛纽尔·塞尼耶 演员,玛丽-乔西·克罗兹 演员,安妮·康斯金尼 演员,Elvis Polanski 演员,,
关于我母亲的一切 Todo sobre mi madre,剧情,1999,"https://movie.douban.com/subject/1291937
",玛努埃拉（丝莉亚洛芙饰）的丈夫在儿子出生前就离开了妻子，玛努埃拉成为了单身妈妈，带着儿子埃斯特班来到马德里生活。儿子从不知道爸爸的事情，玛努埃拉只好对儿子说父亲已经过世。然而，儿子终究不相信。他在日记本里悄悄写下对父亲的想念。车祸来得那么突然，儿子被一辆迎面撞来的汽车夺走了生命。母亲悲伤不已，决定去找孩子的父亲洛拉，完成儿子心愿。然而她却得知，洛拉已经换装成女人，当了妓女，而且染上了艾滋病。更不幸的是，修女罗萨（佩内洛普饰）怀上了洛拉的孩子。玛努埃拉留在罗萨身边照顾她，罗萨诞下的婴儿也取自己儿子埃斯特班的名字，苦难的日子终于有了希望--这个新生儿竟然逃过了艾滋的噩运。,佩德罗·阿莫多瓦 导演,塞西莉亚·罗特 饰 玛努埃拉 Manuela,玛丽萨·帕雷德斯 饰 哈马·罗霍 Huma Rojo,坎德拉·佩尼亚 饰 尼娜 Nina,安东尼亚·圣胡安 饰 阿格拉多 Agrado,佩内洛普·克鲁兹 饰 罗莎 Hermana Rosa,,
127小时 127 Hours,剧情传记冒险,2010,"https://movie.douban.com/subject/4164444
",英国导演丹尼·鲍耶（DannyBoyle）将为福克斯探照灯公司拍摄《127小时》（127Hours），该片根据真人真事改编，讲述了美国登山青年阿伦·拉斯顿（AronRalston）断臂自救的故事。2003年5月美国登山爱好者阿伦·拉斯顿在犹他州一座峡谷攀岩时，因右臂被石头压住被困5天5夜，为了逃生，他强忍剧痛，花了一个多小时的时间，先后将桡骨和尺骨折断，用自己的运动短裤当作临时止血带，然后用小刀从肘部将右前臂硬生生切断。从岩石下脱身后，为了与失血抢时间，他以超人的毅力爬过狭窄和风力强劲的峡谷，缘绳下到60英尺深的谷底，再步行5英里后与营救人员相遇，终于成功生还。,丹尼·博伊尔 导演,詹姆斯·弗兰科 演员,丽兹·卡潘 演员,凯特·玛拉 演员,爱波·塔布琳 演员,克蕾曼丝·波西 演员,,
心理游戏 The Game,剧情动作悬疑惊悚,1997,"https://movie.douban.com/subject/1296384
",亿万富翁范先生（迈克尔·道格拉斯）在四十八岁生日时收到弟弟（西恩·潘）的一份礼物，CRS俱乐部的游戏卡。游戏的内容为迈克尔量身定做，直指他内心深处的童年阴影和婚姻创伤。迈克尔由于好奇，渐渐投入到游戏中去，并由此结识了女侍应生克莉丝汀（黛博拉·卡拉·安格）。可是在种种恶作剧后，迈克尔发现这一系列离奇事件并不是简单的游戏，他的生活甚至生命正被拖向深渊。当生命不断受到威胁，迈克尔一次次的告诉自己，这只是个游戏。然而游戏的策划者正把他引向何方？父亲48岁生日时坠楼自杀的场景不断在他头脑里闪现……,大卫·芬奇 导演,迈克尔·道格拉斯 演员,西恩·潘 演员,黛博拉·卡拉·安格 演员,詹姆斯·瑞布霍恩 演员,卡罗尔·贝克 演员,,
魔法奇缘 Enchanted,喜剧爱情动画歌舞,2007,"https://movie.douban.com/subject/1971111
",女孩吉赛尔美丽的歌声飞遍森林，小动物们轻轻的和着，王子被深深地吸引。于是，王子和女孩一见倾心，正准备着他们盛大的婚礼。谁知，坏王后为了保住自己的权利，从中作梗，把吉赛尔送到了21世纪的纽约街头。吉赛尔（艾米•亚当斯饰）无所适从的游走在喧嚣的纽约，没人知道她是真的公主，她害怕极了，找不到能够帮她的人。幸好，好心的律师罗伯特（帕特里克•德姆西饰）收留了她。渐渐的，公主纯真的心打动了原本刻板的律师，机缘巧合，相遇的两个人互生情愫。而这时，爱德华王子（詹姆斯•麦斯登饰）也不顾一切地，穿越时空，来到了纽约，营救他心爱的公主。公主真爱的天平，将倾向何处…,凯文·利玛 导演,艾米·亚当斯 饰 Giselle,帕特里克·德姆西 饰 Robert Philip,詹姆斯·麦斯登 饰 Prince Edward,蒂莫西·斯波 饰 Nathaniel,伊迪娜·门泽尔 饰 Nancy Tremaine,,
